"","Ano","Edição","Nome do GT","Título","Autores","Links"
"2266","2006","XV COMPÓS: BAURU/SP","Tecnologias informacionais de comunicação e sociedade","Memes em weblogs: proposta de uma taxionomia","Raquel da Cunha Recuero (UFRGS)","http://www.compos.org.br/data/biblioteca_536.pdf"
"2267","2006","XV COMPÓS: BAURU/SP","Tecnologias informacionais de comunicação e sociedade","Na terra do sempre: da ""sociedade do espetáculo"" ao ciberespaço hiper ou sub?","Juremir Machado da Silva (PUCRS)","http://www.compos.org.br/data/biblioteca_535.pdf"
"2268","2006","XV COMPÓS: BAURU/SP","Tecnologias informacionais de comunicação e sociedade","Petite ou Grand Mort? A sexualidade e o imaginário tecnológico contemporâneo","Juliana Tonin (PUCRS), Barbara Nickel (PUCRS)","http://www.compos.org.br/data/biblioteca_533.pdf"
"2269","2006","XV COMPÓS: BAURU/SP","Tecnologias informacionais de comunicação e sociedade","Posthuman.com: cibercultura e pós-humanismo como temas comunicacionais
","Erick Felinto (UERJ)","http://www.compos.org.br/data/biblioteca_532.pdf"
"2270","2006","XV COMPÓS: BAURU/SP","Tecnologias informacionais de comunicação e sociedade","Tecnologias da informação e comunicação contemporânea: três dimensões de análise sob o prisma da filosofia da técnica","Sivaldo Pereira da Silva (UFBA)","http://www.compos.org.br/data/biblioteca_539.pdf"
"2271","2006","XV COMPÓS: BAURU/SP","Tecnologias informacionais de comunicação e sociedade","Transpolítica da cibercultura: ruína do estado e da política na civilização mediática avançada","Eugênio Trivinho (PUCSP)","http://www.compos.org.br/data/biblioteca_540.pdf"
"2272","2005","XIV COMPÓS: NITERóI/RJ","Comunicação e cultura","A comunicação intercultural contra o fechamento comunitário","Mohammed El Hajji (UFRJ)","http://www.compos.org.br/data/biblioteca_686.pdf"
"2273","2005","XIV COMPÓS: NITERóI/RJ","Comunicação e cultura","A dessacralização do mundo e a sacralização da mídia: consumo imaginário televisual, mecanismos projetivos e a busca da experiência comum","Malena Segura Contrera","http://www.compos.org.br/data/biblioteca_687.pdf"
"2274","2005","XIV COMPÓS: NITERóI/RJ","Comunicação e cultura","Algumas características das imagens contemporâneas","Maria Beatriz Furtado (PUCRS) , Flávio Vinicius Cauduro (PUCRS)","http://www.compos.org.br/data/biblioteca_688.pdf"
"2275","2005","XIV COMPÓS: NITERóI/RJ","Comunicação e cultura","As nações imaginadas dos brasileiros","Cássia Rita Louro Palha (UFSJ), Marialva Barbosa (UFF)","http://www.compos.org.br/data/biblioteca_928.pdf"
"2276","2005","XIV COMPÓS: NITERóI/RJ","Comunicação e cultura","Dândis, metrossexuais e novos urbanos: a comunicação do luxo","Nízia Villaça","http://www.compos.org.br/data/biblioteca_689.pdf"
"2277","2005","XIV COMPÓS: NITERóI/RJ","Comunicação e cultura","Imagens limiares e seus fabulosos fabuladores","Rose de Melo Rocha (ESPM)","http://www.compos.org.br/data/biblioteca_691.pdf"
"2278","2005","XIV COMPÓS: NITERóI/RJ","Comunicação e cultura","Michel Foucault, hoje ou ainda: do dispositivo de vigilância ao dispositivo de exposição da intimidade","Ieda Tucherman (UFRJ)","http://www.compos.org.br/data/biblioteca_690.pdf"
"2279","2005","XIV COMPÓS: NITERóI/RJ","Comunicação e cultura","O mito da retomada na construção imaginária do cinema brasileiro dos anos 90","Cristiane Freitas Gutfreind (PUC-RS)","http://www.compos.org.br/data/biblioteca_692.pdf"
"2280","2005","XIV COMPÓS: NITERóI/RJ","Comunicação e cultura","O silêncio nos entremeios da cultura e da linguagem","Eduardo Peñuela Cañizal (USP/UTP)","http://www.compos.org.br/data/biblioteca_693.pdf"
"2281","2005","XIV COMPÓS: NITERóI/RJ","Comunicação e cultura","Uma paixão cega pelos meios visuais?","José Carlos Rodrigues","http://www.compos.org.br/data/biblioteca_694.pdf"
"2282","2005","XIV COMPÓS: NITERóI/RJ","Comunicação e poéticas digitais","Anotações sobre as relações entre tempo e interatividade: uma perspectiva para o descontrole","Eduardo de Jesus (USP)","http://www.compos.org.br/data/biblioteca_861.pdf"
"2283","2005","XIV COMPÓS: NITERóI/RJ","Comunicação e poéticas digitais","Arte e técnica na era digital: algumas considerações estéticas e políticas","Nina Velasco Cruz (UFF)","http://www.compos.org.br/data/biblioteca_862.pdf"
"2284","2005","XIV COMPÓS: NITERóI/RJ","Comunicação e poéticas digitais","Artéria 8: metacriação e interatividade","Fábio Oliveira Nunes (USP)","http://www.compos.org.br/data/biblioteca_863.pdf"
"2285","2005","XIV COMPÓS: NITERóI/RJ","Comunicação e poéticas digitais","As composições remix na Rede: a escuta como máquina de sensação","Rodrigo Fonseca e Rodrigues (PUCSP)","http://www.compos.org.br/data/biblioteca_864.pdf"
"2286","2005","XIV COMPÓS: NITERóI/RJ","Comunicação e poéticas digitais","Conectando.Transferindo imagem. Digitar tléc tléc.","Suzete Venturelli , Mario Maciel ","http://www.compos.org.br/data/biblioteca_865.pdf"
"2287","2005","XIV COMPÓS: NITERóI/RJ","Comunicação e poéticas digitais","O design da narrativa como simulação imersiva","Renata Correia Lima Ferreira Gomes (PUCSP)","http://www.compos.org.br/data/biblioteca_866.pdf"
"2288","2005","XIV COMPÓS: NITERóI/RJ","Comunicação e poéticas digitais","Por uma ecologia da comunicação: da fisicalidade e permanência do mundo real aos estados emergentes dos sistemas complexos","Diana Domingues (UTP)","http://www.compos.org.br/data/biblioteca_867.pdf"
"2289","2005","XIV COMPÓS: NITERóI/RJ","Comunicação e poéticas digitais","Sobre metáforas: primeiras considerações","Silvia Laurentiz (USP) , Cézar Katsumi (USP) , Luciano Gosuen (USP) , Lívia Gabbai (USP) , Marcos Cuzziol (USP) , Martha C. Gabriel (USP) , Maurício Taveira, Monica Tavares (USP) , Raul Menezes Junior (USP) , Roberto Módia (USP) , Gilbertto Prado (USP)","http://www.compos.org.br/data/biblioteca_868.pdf"
"2290","2005","XIV COMPÓS: NITERóI/RJ","Comunicação e poéticas digitais","VJ em cena: espaços como partitura audiovisual","Patrícia Moran (UFMG)","http://www.compos.org.br/data/biblioteca_869.pdf"
"2291","2005","XIV COMPÓS: NITERóI/RJ","Comunicação e poéticas digitais","Zona de risco: poéticas de intervenção digital em São Paulo","Christine Mello (PUCSP)","http://www.compos.org.br/data/biblioteca_870.pdf"
"2292","2005","XIV COMPÓS: NITERóI/RJ","Comunicação e política","""A palavra aperfeiçoada"": o discurso do Partido dos Trabalhadores nas eleições de 2002","Luis Felipe Miguel (UNB)","http://www.compos.org.br/data/biblioteca_696.pdf"
"2293","2005","XIV COMPÓS: NITERóI/RJ","Comunicação e política","A democracia digital e o problema da participação civil na decisão política","Wilson Gomes (UFBA)","http://www.compos.org.br/data/biblioteca_695.pdf"
"2294","2005","XIV COMPÓS: NITERóI/RJ","Comunicação e política","Campanha negativa: construindo o objeto de estudo","Fabro Steibel (UFF)","http://www.compos.org.br/data/biblioteca_697.pdf"
"2295","2005","XIV COMPÓS: NITERóI/RJ","Comunicação e política","Debates políticos na internet: a perspectiva da conversação civil","Francisco Jamil Marques","http://www.compos.org.br/data/biblioteca_698.pdf"
"2296","2005","XIV COMPÓS: NITERóI/RJ","Comunicação e política","Entre o mercado e o fórum: o debate anti-tabagismo na cena midiática","Daniela Santiago , Rousiley C. M. Maia","http://www.compos.org.br/data/biblioteca_699.pdf"
"2297","2005","XIV COMPÓS: NITERóI/RJ","Comunicação e política","Imprensa e legislativo os editoriais da Folha de S. Paulo sobre o Senado (2003-2004)","Fernando Antônio Azevedo (UFSCAR)","http://www.compos.org.br/data/biblioteca_793.pdf"
"2298","2005","XIV COMPÓS: NITERóI/RJ","Comunicação e política","Midiatização das CPIs: os escândalos do leite e da segurança, entre a notícia e o espetáculo","Marja Pfeifer Coelho (UFRGS)","http://www.compos.org.br/data/biblioteca_794.pdf"
"2299","2005","XIV COMPÓS: NITERóI/RJ","Comunicação e política","O Brasil que gosta de autoridade: a política na cobertura do Plano Cruzado","Rafael Fortes (UFF)","http://www.compos.org.br/data/biblioteca_795.pdf"
"2300","2005","XIV COMPÓS: NITERóI/RJ","Comunicação e política","O PT-Governo na TV - 2004","Jorge Almeida (UFBA)","http://www.compos.org.br/data/biblioteca_796.pdf"
"2301","2005","XIV COMPÓS: NITERóI/RJ","Comunicação e política","Política partidária e política midiática: substituição ou coexistência?","Afonso de Albuquerque (UFF)","http://www.compos.org.br/data/biblioteca_797.pdf"
"2302","2005","XIV COMPÓS: NITERóI/RJ","Comunicação e sociabilidade","Editorias cruzadas: narrativa e referência da pós-modernidade no discurso jornalístico sobe responsabilidade social corporativa","Lucia Maria Marcellino de Santa Cruz (UFRJ)","http://www.compos.org.br/data/biblioteca_799.pdf"
"2303","2005","XIV COMPÓS: NITERóI/RJ","Comunicação e sociabilidade","Marcas de produtos e nomes de pessoas : alguma coisa eles têm em comum","Juliana Lourenço da Silva Lopes","http://www.compos.org.br/data/biblioteca_800.pdf"
"2304","2005","XIV COMPÓS: NITERóI/RJ","Comunicação e sociabilidade","Mediação e cia. Um ensaio sobre os usos sociais do televisor em espaços públicos","Fabrício Silveira (UNISINOS)","http://www.compos.org.br/data/biblioteca_801.pdf"
"2305","2005","XIV COMPÓS: NITERóI/RJ","Comunicação e sociabilidade","O ativismo em rede e o “jet set telemático”: possibilidades para a crítica de mídia","Beatriz Bretas (UFMG)","http://www.compos.org.br/data/biblioteca_802.pdf"
"2306","2005","XIV COMPÓS: NITERóI/RJ","Comunicação e sociabilidade","Pobreza e risco: a imagem da favela no noticiário de crime","Paulo Vaz (UFRJ) , Mariana Cavalcanti (Universidade de Chicago) , Carolina Sá Carvalho (UFRJ) , Luciana Julião de Oliveira (Universidade de Illinois-Chicago)","http://www.compos.org.br/data/biblioteca_803.pdf"
"2307","2005","XIV COMPÓS: NITERóI/RJ","Comunicação e sociabilidade","Processos mediáticos - o terceiro sistema","José Luiz Braga (UNISINOS)","http://www.compos.org.br/data/biblioteca_804.pdf"
"2308","2005","XIV COMPÓS: NITERóI/RJ","Comunicação e sociabilidade","Reflexões sobre identididade, corpo e campo midiático a partir de um reality show de intervenção","Bianca Freire-Medeiros (UERJ) , André Werneck de A. Bakker (UERJ)","http://www.compos.org.br/data/biblioteca_805.pdf"
"2309","2005","XIV COMPÓS: NITERóI/RJ","Comunicação e sociabilidade","Repensando a resistência juvenil: subculturas, mídia e sociedade de consumo","João Freire Filho (UFRJ)","http://www.compos.org.br/data/biblioteca_806.pdf"
"2310","2005","XIV COMPÓS: NITERóI/RJ","Comunicação e sociabilidade","Sociabilidade e escrita de si em comunidades virtuais gays","Gisele Marchiori Nussbaumer (UFBA)","http://www.compos.org.br/data/biblioteca_808.pdf"
"2311","2005","XIV COMPÓS: NITERóI/RJ","Comunicação e sociabilidade","Viagem ao território da publicidade","Patrícia Burrowes (UFPE)","http://www.compos.org.br/data/biblioteca_809.pdf"
"2312","2005","XIV COMPÓS: NITERóI/RJ","Cultura das mídias","Comunicação e cultura como fatores fundamentais para a sustentabilidade da produção da indústria cultural local","Micael Herschmann (UFRJ)","http://www.compos.org.br/data/biblioteca_820.pdf"
"2313","2005","XIV COMPÓS: NITERóI/RJ","Cultura das mídias","Crueldade, mídia e espessura do espaço urbano","Renato Cordeiro Gomes (PUCRJ)","http://www.compos.org.br/data/biblioteca_821.pdf"
"2314","2005","XIV COMPÓS: NITERóI/RJ","Cultura das mídias","Cultura e valor: a quebra das hierarquias na era digital","Vera Lúcia Follain de Figueiredo (UFMG) , Felipe Muanis (PUCRJ)","http://www.compos.org.br/data/biblioteca_822.pdf"
"2315","2005","XIV COMPÓS: NITERóI/RJ","Cultura das mídias","Cultura, midia e sociedade no cinema de cabareteira mexicano dos anos quarenta","Maurício de Bragança (UFF)","http://www.compos.org.br/data/biblioteca_823.pdf"
"2316","2005","XIV COMPÓS: NITERóI/RJ","Cultura das mídias","Do cultivo do corpo: na mídia, na rua","Bruno Souza Leal (UFMG)","http://www.compos.org.br/data/biblioteca_824.pdf"
"2317","2005","XIV COMPÓS: NITERóI/RJ","Cultura das mídias","Dos Gêneros textuais, dos discursos e das canções: uma proposta de análise da música popular massiva a partir da noção de gênero midiático","Jeder Silveira Janotti Junior (UFBA)","http://www.compos.org.br/data/biblioteca_825.pdf"
"2318","2005","XIV COMPÓS: NITERóI/RJ","Cultura das mídias","Entre o eurocentrismo e a consciência mestiça na cultura de massa","Liv Sovik (UFRJ)","http://www.compos.org.br/data/biblioteca_826.pdf"
"2319","2005","XIV COMPÓS: NITERóI/RJ","Cultura das mídias","Estudos culturais: as margens de um programa de pesquisa","Ana Carolina D. Escosteguy (PUCRS)","http://www.compos.org.br/data/biblioteca_827.pdf"
"2320","2005","XIV COMPÓS: NITERóI/RJ","Cultura das mídias","Imagens em movimento:cinema brasileiro e estigmas sociais","Rosana de Lima Soares (USP)","http://www.compos.org.br/data/biblioteca_828.pdf"
"2321","2005","XIV COMPÓS: NITERóI/RJ","Cultura das mídias","Mulheres cartunistas: traços e rasuras nas fronteiras do estereótipo","Daiany Ferreira Dantas (UFPE)","http://www.compos.org.br/data/biblioteca_829.pdf"
"2322","2005","XIV COMPÓS: NITERóI/RJ","Epistemologia da comunicação","A centralidade da chamada economia política da comunicação (EPC) na construção do campo acadêmico da Comunicação: uma contribuição crítica","César Ricardo Siqueira Bolaño (UNICAMP)","http://www.compos.org.br/data/biblioteca_830.pdf"
"2323","2005","XIV COMPÓS: NITERóI/RJ","Epistemologia da comunicação","A síndrome de Prometeu: um obstáculo no desenvolvimento do campo da comunicação ","Fernando Andacht (UNISINOS)","http://www.compos.org.br/data/biblioteca_831.pdf"
"2324","2005","XIV COMPÓS: NITERóI/RJ","Epistemologia da comunicação","Categorías compartidas entre la comunicación y el análisis social","Eduardo A. Vizer (UBA)","http://www.compos.org.br/data/biblioteca_832.pdf"
"2325","2005","XIV COMPÓS: NITERóI/RJ","Epistemologia da comunicação","Ceticismo e interdisciplinaridade: paradoxos e impasses da teoria da comunicação","Luiz C. Martino (UNB)","http://www.compos.org.br/data/biblioteca_833.pdf"
"2326","2005","XIV COMPÓS: NITERóI/RJ","Epistemologia da comunicação","Comunicação e cidade: a fila invisível de Porto Alegre","Paulo Roberto Masella Lopes (USP)","http://www.compos.org.br/data/biblioteca_834.pdf"
"2327","2005","XIV COMPÓS: NITERóI/RJ","Epistemologia da comunicação","Duas abordagens semióticas do ativismo via hipermídia","Francisco José Paoliello Pimenta (USP)","http://www.compos.org.br/data/biblioteca_835.pdf"
"2328","2005","XIV COMPÓS: NITERóI/RJ","Epistemologia da comunicação","Encontros de teoria e ética: a relação epistemológica da comunicação e as questões éticas contemporâneas","Luiz Signates (UFG)","http://www.compos.org.br/data/biblioteca_836.pdf"
"2329","2005","XIV COMPÓS: NITERóI/RJ","Epistemologia da comunicação","Implicações epistemológicas da teoria dos media de Vilém Flusser","Michael Hanke (UFMG)","http://www.compos.org.br/data/biblioteca_837.pdf"
"2330","2005","XIV COMPÓS: NITERóI/RJ","Epistemologia da comunicação","Programa e projeto como paradigmas epistemológicos da comunicação","Lucrécia D Alessio Ferrara (PUCSP)","http://www.compos.org.br/data/biblioteca_838.pdf"
"2331","2005","XIV COMPÓS: NITERóI/RJ","Epistemologia da comunicação","Repensando conceitos no estudo da dinâmica da cultura midiática contemporânea","Lavina Madeira Ribeiro (UNB)","http://www.compos.org.br/data/biblioteca_839.pdf"
"2332","2005","XIV COMPÓS: NITERóI/RJ","Estudos de jornalismo","A notícia como forma de controle social","Beatriz Marocco (UNISINOS) , Christa Berger (UNISINOS)","http://www.compos.org.br/data/biblioteca_840.pdf"
"2333","2005","XIV COMPÓS: NITERóI/RJ","Estudos de jornalismo","Construção da realidade social, meios de comunicação e jornalismo científico na era da tecnociência: uma reflexão","Betania Maciel (UNISINOS) , Marcelo Sabbatini (UNISINOS)","http://www.compos.org.br/data/biblioteca_841.pdf"
"2334","2005","XIV COMPÓS: NITERóI/RJ","Estudos de jornalismo","Jornalismo digital de quarta geração: a emergência de sistemas automatizados para o processo de produção industrial no Jornalismo Digital","Carla Schwingel (UFBA)","http://www.compos.org.br/data/biblioteca_842.pdf"
"2335","2005","XIV COMPÓS: NITERóI/RJ","Estudos de jornalismo","Notícias do fantástico: jogos de linguagem e efeitos de sentido na comunicação jornalística","Luiz Gonzaga Motta","http://www.compos.org.br/data/biblioteca_843.pdf"
"2336","2005","XIV COMPÓS: NITERóI/RJ","Estudos de jornalismo","Notícias: dos crimes às transmutações de sentidos","Ronaldo Henn (UNISINOS) , Carmen Oliveira (UNISINOS) , Maria Palma Wolff  (UNISINOS) , Marta Conte (UNISINOS)","http://www.compos.org.br/data/biblioteca_844.pdf"
"2337","2005","XIV COMPÓS: NITERóI/RJ","Estudos de jornalismo","O desafio da formação em jornalismo científico","Graça Caldas (USP) , Cidoval Morais de Sousa (UNITAU) , Audre Alberguini(UMESP) , Augusto Diniz (UNITAU)","http://www.compos.org.br/data/biblioteca_845.pdf"
"2338","2005","XIV COMPÓS: NITERóI/RJ","Estudos de jornalismo","O jornalismo e a enunciação: perspectivas para um narrador-jornalista","Fernando Resende (PUCRJ)","http://www.compos.org.br/data/biblioteca_846.pdf"
"2339","2005","XIV COMPÓS: NITERóI/RJ","Estudos de jornalismo","O que eh mesmo uma noticia","Muniz Sodré (UFRJ) , Raquel Paiva (UFRJ)","http://www.compos.org.br/data/biblioteca_847.pdf"
"2340","2005","XIV COMPÓS: NITERóI/RJ","Estudos de jornalismo","Sensacionalismo, um conceito errante","Márcia Franz Amaral (UFRGS)","http://www.compos.org.br/data/biblioteca_848.pdf"
"2341","2005","XIV COMPÓS: NITERóI/RJ","Estudos de jornalismo","Telejornalismo: o conhecimento do cotidiano","Alfredo Eurico Vizeu Pereira Junior (UFPE)","http://www.compos.org.br/data/biblioteca_849.pdf"
"2342","2005","XIV COMPÓS: NITERóI/RJ","Fotografia, cinema e vídeo","A fotografia documental no limiar da experiência moderna","Mauricio Lissovsky (UFRJ)","http://www.compos.org.br/data/biblioteca_855.pdf"
"2343","2005","XIV COMPÓS: NITERóI/RJ","Fotografia, cinema e vídeo","Arquivos midiáticos: memória e esquecimento nas apropriações fotográficas de Rosângela Rennó","Fernando do Nascimento Gonçalves (UERJ)","http://www.compos.org.br/data/biblioteca_850.pdf"
"2344","2005","XIV COMPÓS: NITERóI/RJ","Fotografia, cinema e vídeo","Cem alegorias e inúmeros hyperlinks para representar o mundo","Susana M. Dobal Jordan (UNB)","http://www.compos.org.br/data/biblioteca_851.pdf"
"2345","2005","XIV COMPÓS: NITERóI/RJ","Fotografia, cinema e vídeo","Da alegoria continental às jornadas interiores: o road movie latino americano","Angela Prysthon (UFPE)","http://www.compos.org.br/data/biblioteca_852.pdf"
"2346","2005","XIV COMPÓS: NITERóI/RJ","Fotografia, cinema e vídeo","Intersecção pós-moderna de Cinema e TV - o caso brasileiro","Renato Luiz Pucci Jr. (UTP)","http://www.compos.org.br/data/biblioteca_853.pdf"
"2347","2005","XIV COMPÓS: NITERóI/RJ","Fotografia, cinema e vídeo","O arresto do gesto humano na fotografia: entre o rito simbólico e o pathos icônico","José Benjamim Picado (UFBA)","http://www.compos.org.br/data/biblioteca_856.pdf"
"2348","2005","XIV COMPÓS: NITERóI/RJ","Fotografia, cinema e vídeo","O Cinema de bordas: horror, humor e sexo em filmes brasileiros","Bernadette Lyra (UNIP)","http://www.compos.org.br/data/biblioteca_857.pdf"
"2349","2005","XIV COMPÓS: NITERóI/RJ","Fotografia, cinema e vídeo","O dispositivo como estratégia narrativa","Cezar Migliorin (UFRJ)","http://www.compos.org.br/data/biblioteca_858.pdf"
"2350","2005","XIV COMPÓS: NITERóI/RJ","Fotografia, cinema e vídeo","O retorno do homem ordinário do cinema","César Guimarães (UFMG)","http://www.compos.org.br/data/biblioteca_859.pdf"
"2351","2005","XIV COMPÓS: NITERóI/RJ","Fotografia, cinema e vídeo","Pacto de intimidade ou possibilidades de diálogo entre o documentário de Eduardo Coutinho e a imaginação melodramática","Mariana Baltar (UFF)","http://www.compos.org.br/data/biblioteca_860.pdf"
"2352","2005","XIV COMPÓS: NITERóI/RJ","Mídia e recepção (gt inativo)","A articulação da publicidade com o mundo social: a constituição do fluxo comunitário nas práticas de produção e de recepção","Elisa Piedras (PUCRS) , Nilda Jacks (UFRGS)","http://www.compos.org.br/data/biblioteca_880.pdf"
"2353","2005","XIV COMPÓS: NITERóI/RJ","Mídia e recepção (gt inativo)","A interseção do processo comunicativo: um diálogo entre produção e recepção","Simone Maria Rocha (UFMG) , Ângela Cristina Salgueiro Marques (UFMG)","http://www.compos.org.br/data/biblioteca_871.pdf"
"2354","2005","XIV COMPÓS: NITERóI/RJ","Mídia e recepção (gt inativo)","A recepção coletiva de futebol midiatizado: apontamentos etnográficos","Édison Gastaldo","http://www.compos.org.br/data/biblioteca_872.pdf"
"2355","2005","XIV COMPÓS: NITERóI/RJ","Mídia e recepção (gt inativo)","Comunidades interpretativas e estudos de recepção. Das utilidades e inconveniências de um conceito","Luanda Schramm (UNB)","http://www.compos.org.br/data/biblioteca_873.pdf"
"2356","2005","XIV COMPÓS: NITERóI/RJ","Mídia e recepção (gt inativo)","Ideais de amor e felicidade em mulheres apaixonadas. O que dizem sobre os ideais de amor e felicidade dos telespectadores?","Maria Carmem Jacob de Souza (UFBA)","http://www.compos.org.br/data/biblioteca_874.pdf"
"2357","2005","XIV COMPÓS: NITERóI/RJ","Mídia e recepção (gt inativo)","Juventude e mídia: possíveis singularidades de uma audiência ativa","Rosa Maria Bueno Fischer (UFRGS)","http://www.compos.org.br/data/biblioteca_875.pdf"
"2358","2005","XIV COMPÓS: NITERóI/RJ","Mídia e recepção (gt inativo)","O contrato de leitura, uma metodologia para analisar a recepção de TV","L. Graciela Natansohn (FTC)","http://www.compos.org.br/data/biblioteca_881.pdf"
"2359","2005","XIV COMPÓS: NITERóI/RJ","Mídia e recepção (gt inativo)","Os estudos culturais e a recepção cinematográfica: um breve mapeamento crítico","Fernando Mascarello (UNISINOS)","http://www.compos.org.br/data/biblioteca_876.pdf"
"2360","2005","XIV COMPÓS: NITERóI/RJ","Mídia e recepção (gt inativo)","Televisão e processo reflexivo: notas sobre uma etnografia de um grupo de empregadas domésticas","Carla P. Barros (UFRJ)","http://www.compos.org.br/data/biblioteca_877.pdf"
"2361","2005","XIV COMPÓS: NITERóI/RJ","Mídia e recepção (gt inativo)","Vendo o ""Jornal Nacional"" com jovens universitários cariocas","Isabel Travancas (UFRJ)","http://www.compos.org.br/data/biblioteca_878.pdf"
"2362","2005","XIV COMPÓS: NITERóI/RJ","Políticas e estratégias de comunicação","A leitura e os leitores em revista","Francisco Laerte Juvêncio Magalhães (UFPI)","http://www.compos.org.br/data/biblioteca_893.pdf"
"2363","2005","XIV COMPÓS: NITERóI/RJ","Políticas e estratégias de comunicação","Clientelismo e cidadania na radiodifusão brasileira","Suzy dos Santos , Sérgio Capparelli","http://www.compos.org.br/data/biblioteca_894.pdf"
"2364","2005","XIV COMPÓS: NITERóI/RJ","Políticas e estratégias de comunicação","Enunciação jornalística entre dispositivo e disposições","Antônio Fausto Neto (UNISINOS)","http://www.compos.org.br/data/biblioteca_895.pdf"
"2365","2005","XIV COMPÓS: NITERóI/RJ","Políticas e estratégias de comunicação","Fronteiras da globalização: polifonia, identidade, estado-nação","Ada Cristina Machado da Silveira (UFSM)","http://www.compos.org.br/data/biblioteca_896.pdf"
"2366","2005","XIV COMPÓS: NITERóI/RJ","Políticas e estratégias de comunicação","Introdução ao debate sobre a governança da Internet","Gustavo Gindre Monteiro Soares (INDECS)","http://www.compos.org.br/data/biblioteca_898.pdf"
"2367","2005","XIV COMPÓS: NITERóI/RJ","Políticas e estratégias de comunicação","Jornalismo de desenvolvimento e produção social do conhecimento científico","William Dias Braga (UFRJ)","http://www.compos.org.br/data/biblioteca_897.pdf"
"2368","2005","XIV COMPÓS: NITERóI/RJ","Políticas e estratégias de comunicação","Mídia semanal: da invenção do outro à ética do leitor infiel","José Luiz Aidar Prado (PUCSP)","http://www.compos.org.br/data/biblioteca_899.pdf"
"2369","2005","XIV COMPÓS: NITERóI/RJ","Políticas e estratégias de comunicação","Os jecas: a construção da figura simbólica do Jeca Tatu como uma representação do povo brasileiro","Ana Paula Brandão (PUCRJ) , Ricardo Augusto dos Santos (PUCRJ)","http://www.compos.org.br/data/biblioteca_900.pdf"
"2370","2005","XIV COMPÓS: NITERóI/RJ","Políticas e estratégias de comunicação","Para além da mídia e do estigma:a comunicação comunitária","Gláucia Peixoto Dunley (UFRJ)","http://www.compos.org.br/data/biblioteca_901.pdf"
"2371","2005","XIV COMPÓS: NITERóI/RJ","Políticas e estratégias de comunicação","Uma proposta metodológica para o estudo da imprensa a partir das mutações na problemática da análise do discurso","Giovandro Marcus Ferreira (UFBA)","http://www.compos.org.br/data/biblioteca_902.pdf"
"2372","2005","XIV COMPÓS: NITERóI/RJ","Produção de sentido nas mídias (gt inativo)","A aventura fotográfica partilhada - modos de olhar","Kati Caetano (UTP)","http://www.compos.org.br/data/biblioteca_882.pdf"
"2373","2005","XIV COMPÓS: NITERóI/RJ","Produção de sentido nas mídias (gt inativo)","Aphrodite de Milo na transversalidade do sentido de mulher, beleza e moda","Ana Claudia de Oliveira (PUCSP)","http://www.compos.org.br/data/biblioteca_883.pdf"
"2374","2005","XIV COMPÓS: NITERóI/RJ","Produção de sentido nas mídias (gt inativo)","De menores de rua a crianças de futuro","Isaltina Maria de Azevedo Mello Gomes (UFPE) , Mariana de Amorim Borges (UFPE)","http://www.compos.org.br/data/biblioteca_884.pdf"
"2375","2005","XIV COMPÓS: NITERóI/RJ","Produção de sentido nas mídias (gt inativo)","Globo media center: televisão e internet em processo de convergência midiática","Ana Sílvia Lopes Davi Médola (UNESP)","http://www.compos.org.br/data/biblioteca_885.pdf"
"2376","2005","XIV COMPÓS: NITERóI/RJ","Produção de sentido nas mídias (gt inativo)","Imagem, movimento e som: apreensão e instantaneidade na mídia","Isaac Antonio Camargo (UEL)","http://www.compos.org.br/data/biblioteca_886.pdf"
"2377","2005","XIV COMPÓS: NITERóI/RJ","Produção de sentido nas mídias (gt inativo)","O apelo do entre - publicidade, desejo e consumo","Sandra Fischer (UTP)","http://www.compos.org.br/data/biblioteca_887.pdf"
"2378","2005","XIV COMPÓS: NITERóI/RJ","Produção de sentido nas mídias (gt inativo)","O contexto comunicativo como estratégia de mediação musical - uma análise da situação discursiva criada pelos apresentadores do Jornal da MTV","Juliana Freire Gutmann (UFBA)","http://www.compos.org.br/data/biblioteca_888.pdf"
"2379","2005","XIV COMPÓS: NITERóI/RJ","Produção de sentido nas mídias (gt inativo)","Producão de sentido por meio de sincretismo de linguagens: um estudo a partir de um filme de Guel Arraes","Yvana Fechine (UNICAP)","http://www.compos.org.br/data/biblioteca_889.pdf"
"2380","2005","XIV COMPÓS: NITERóI/RJ","Produção de sentido nas mídias (gt inativo)","Televisão: entre a divulgação e a promoção","Maria Lília Dias de Castro (UNISINOS)","http://www.compos.org.br/data/biblioteca_890.pdf"
"2381","2005","XIV COMPÓS: NITERóI/RJ","Produção de sentido nas mídias (gt inativo)","Televisão: sobre o tom do tom","Elizabeth Bastos Duarte (UNISINOS)","http://www.compos.org.br/data/biblioteca_892.pdf"
"2382","2005","XIV COMPÓS: NITERóI/RJ","Tecnologias informacionais de comunicação e sociedade","(Tele) + Presença e VR","Yara Rondon Guasque Araujo","http://www.compos.org.br/data/biblioteca_914.pdf"
"2383","2005","XIV COMPÓS: NITERóI/RJ","Tecnologias informacionais de comunicação e sociedade","A mobilidade das multidões. comunicação sem-fio, smart mobs e resistência nas cibercidades","Júlio Valentim (FACOM-UFBA)","http://www.compos.org.br/data/biblioteca_903.pdf"
